inventario_id;cliente_id;cliente_nombre;ubicacion;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;estado;fecha_ejecucion;responsable;duracion_estimada_h
EQP-0039;CLI-044;Cliente 044;Planta 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2024-09-01 00:00:00;Ejecutado;2024-09-01 00:00:00;;0,5
EQP-0008;CLI-023;Cliente 023;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2022-03-01 00:00:00;Planificado;;M. Gómez;0,5
EQP-0080;CLI-049;Cliente 049;Depósito 3 - Ushuaia;Motor Cummins;Cummins;QSB 6.7;CU-008;Limpieza de tanque de combustible;12;Media;2023-01-01 00:00:00;Ejecutado;2027-13-40;A. Torres;2
EQP-0032;CLI-026;Cliente 026;Planta 3 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;2022-05-01 00:00:00;ejecutado;2022-05-07 00:00:00;S. López;1
EQP-0084;CLI-044;Cliente 044;Oficina 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2024-04-01 00:00:00;Ejecutado;2027-13-40;A. Torres;1
EQP-0100;CLI-032;Cliente 032;Planta 2 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;01/04/2024;Ejecutado;;L. Gómez;1
EQP-0100;CLI-032;Cliente 032;Planta 2 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1;Baja;2027-13-40;planificado;;M. Ruiz;0,5
EQP-0066;CLI-026;Cliente 026;Obra 5 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;10-01-2022;Ejecutado;10-03-2022;A. Torres;1,5
EQP-0095;CLI-044;Cliente 044;Taller 2 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;12;Media;2025-01-01 00:00:00;Ejecutado;1900-01-01;A. Torres;1
EQP-0094;CLI-044;Cliente 044;Taller 2 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;BAD-KH-004;Limpieza de mangueras y boquillas;1;Baja;2023-02-01 00:00:00;Ejecutado;;J. Pérez;0,5
EQP-0012;CLI-030;Cliente 030;Depósito 2 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;2027-13-40;Realizado ;2023-06-27 00:00:00;S. López;1
EQP-0041;CLI-005;Cliente 005;Taller 2 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;BAD-LR-001;Cambio de aceite de motor y filtro;3;Alta;2024-10-01 00:00:00;Planificado;;;2
EQP-0017;CLI-049;Cliente 049;Sucursal 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2025-06-01 00:00:00;Ejecutado;2025-06-02 00:00:00;M. Gómez;0,5
EQP-0099;CLI-005;Cliente 005;Depósito 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;12;Media;2025-01-01 00:00:00;Realizado ;2025-01-02 00:00:00;S. López;1
EQP-0084;CLI-044;Cliente 044;Oficina 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;2023-10-01 00:00:00;Ejecutado;2023-09-30 00:00:00;S. López;2
EQP-0046;CLI-039;Cliente 039;Depósito 3 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;6;Alta;01/08/2022;Realizado ;2022-08-03 00:00:00;A. Torres;0,75
EQP-0092;CLI-026;Cliente 026;Planta 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;2025-04-01 00:00:00;Ejecutado;2025-04-08 00:00:00;M. Ruiz;0,75
EQP-0071;CLI-030;Cliente 030;Taller 5 - Ushuaia;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificación de batería y alternador;3;Media;2025-07-01 00:00:00;Planificado;1900-01-01;M. Ruiz;0,5
EQP-0023;CLI-041;Cliente 041;Planta 5 - Ushuaia;Motor Cummins;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;2025-09-01 00:00:00;Ejecutado;2025-09-08 00:00:00;J. Pérez;1
EQP-0037;CLI-032;Cliente 032;Obra 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;2022-07-01 00:00:00;Ejecutado;1900-01-01;R. Soto;0,75
EQP-0015;CLI-032;Cliente 032;Planta 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1;Baja;2024-12-01 00:00:00;Planificado;;R. Soto;0,5
EQP-0013;CLI-036;Cliente 036;Oficina 1 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;2022-07-01 00:00:00;Ejecutado;2022-06-29 00:00:00;R. Soto;0,5
EQP-0028;CLI-026;Cliente 026;Planta 5 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;2023-11-01 00:00:00;Ejecutado;2023-10-26 00:00:00;A. Torres;0,5
EQP-0097;CLI-044;Cliente 044;Sucursal 5 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2025-08-01 00:00:00;Ejecutado;2025/08/07;S. López;0,5
EQP-0031;CLI-049;Cliente 049;Oficina 3 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;2024-12-01 00:00:00;Realizado ;2024-11-28 00:00:00;R. Soto;1
EQP-0027;CLI-049;Cliente 049;Depósito 5 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;2025-09-01 00:00:00;ejecutado;2025-08-28 00:00:00;J. Pérez;1,5
EQP-0041;CLI-005;Cliente 005;Taller 2 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;2023-07-01 00:00:00;Planificado;;L. Gómez;1,5
EQP-0037;CLI-032;Cliente 032;Obra 3 - Río Grande;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;2025-01-01 00:00:00;Ejecutado;2025-01-02 00:00:00;A. Torres;1
EQP-0077;CLI-044;Cliente 044;Planta 3 - Ushuaia;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);BAD-GG-001;Cambio de aceite y filtro;6;Alta;2024-01-01 00:00:00;EJECUTADO;2023-12-31 00:00:00;A. Torres;1,5
 EQP-0067  ; CLI-005  ;Cliente 005;Sucursal 3 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2025-05-01 00:00:00;Ejecutado;2025-05-03 00:00:00;L. Gómez;0,5
EQP-0031;CLI-049;Cliente 049;Oficina 3 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;2024-07-01 00:00:00;Planificado;;A. Torres;0,5
EQP-0088;CLI-044;Cliente 044;Sucursal 4 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2022-09-01 00:00:00;PLANIFICADO;;;0,5
 EQP-0095  ; CLI-044  ;Cliente 044;Taller 2 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;2025-10-01 00:00:00;Ejecutado;2025-09-26 00:00:00;J. Pérez;1,5
EQP-0034;CLI-044;Cliente 044;Obra 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2022-01-01 00:00:00;Ejecutado;2021-12-27 00:00:00;M. Ruiz;1
EQP-0006;CLI-036;Cliente 036;Planta 1 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;2025-03-01 00:00:00;Planificado;;R. Soto;1,5
EQP-0019;CLI-036;Cliente 036;Planta 1 - Ushuaia;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;2024-02-01 00:00:00;Ejecutado;;L. Gómez;0,75
 EQP-0092  ; CLI-026  ;Cliente 026;Planta 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;2024-10-01 00:00:00;ejecutado;2024-09-24 00:00:00;J. Pérez;0,5
EQP-0098;CLI-039;Cliente 039;Sucursal 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;2024-01-01 00:00:00;ejecutado;2024-01-06 00:00:00;S. López;0,5
EQP-0039;CLI-044;Cliente 044;Planta 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2025-02-01 00:00:00;Ejecutado;2025-02-08 00:00:00;M. Gómez;0,5
EQP-0075;CLI-049;Cliente 049;Oficina 2 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-008;Limpieza de tanque de combustible;12;Media;2022-01-01 00:00:00;Realizado ;2021-12-28 00:00:00;M. Gómez;2
EQP-0087;CLI-038;Cliente 038;Oficina 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;2025-10-01 00:00:00;Ejecutado;2025-10-05 00:00:00;L. Gómez;2
EQP-0096;CLI-048;Cliente 048;Planta 5 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;2024-12-01 00:00:00;Pendiente;;S. López;1
EQP-0026;CLI-026;Cliente 026;Taller 4 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;6;Alta;2022-10-01 00:00:00;Planificado;;;0,75
EQP-0033;CLI-044;Cliente 044;Taller 5 - Ushuaia;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;2023-10-01 00:00:00;Ejecutado;2023-10-01 00:00:00;J. Pérez;0,5
EQP-0082;CLI-001;Cliente 001;Planta 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;2023-09-01 00:00:00;EJECUTADO;2023-09-01 00:00:00;;0,5
EQP-0013;CLI-036;Cliente 036;Oficina 1 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2022-05-01 00:00:00;ejecutado;2022-04-28 00:00:00;A. Torres;0,5
EQP-0045;CLI-005;Cliente 005;Sucursal 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;01-01-2025;Ejecutado;2025-01-05 00:00:00;;1
EQP-0075;CLI-049;Cliente 049;Oficina 2 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;2024-07-01 00:00:00;Ejecutado;2027-13-40;J. Pérez;1
EQP-0099;CLI-005;Cliente 005;Depósito 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;2025-01-01 00:00:00;Realizado ;2025-01-04 00:00:00;S. López;1
EQP-0011;CLI-049;Cliente 049;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;2025-07-01 00:00:00;EJECUTADO;2025-06-27 00:00:00;S. López;0,5
EQP-0008;CLI-023;Cliente 023;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2027-13-40;PLANIFICADO;;A. Torres;0,5
EQP-0053;CLI-044;Cliente 044;Oficina 2 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revisión del sistema eléctrico y termostato;12;Media;2022-07-01 00:00:00;Ejecutado;2022-07-07 00:00:00;M. Ruiz;1
EQP-0081;CLI-040;Cliente 040;Obra 5 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2025/10/01;Ejecutado;2025-10-07 00:00:00;A. Torres;1
EQP-0096;CLI-048;Cliente 048;Planta 5 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;09-01-2024;Ejecutado;;M. Ruiz;1
EQP-0074;CLI-049;Cliente 049;Oficina 2 - Río Grande;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;2023-01-01 00:00:00;Planificado;;A. Torres;1
EQP-0075;CLI-049;Cliente 049;Oficina 2 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;2025-01-01 00:00:00;Ejecutado;07/01/2025;R. Soto;1
EQP-0074;CLI-049;Cliente 049;Oficina 2 - Ushuaia;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;2023-10-01 00:00:00;Ejecutado;2023-09-25 00:00:00;R. Soto;0,75
EQP-0032;CLI-026;Cliente 026;Planta 3 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;11-01-2023;Planificado;;M. Ruiz;1
EQP-0023;CLI-041;Cliente 041;Planta 5 - Ushuaia;Motor Cummins;Cummins;QSB 4.5;CU-008;Limpieza de tanque de combustible;12;Media;2024-03-01 00:00:00;PLANIFICADO;;S. López;2
EQP-0012;CLI-030;Cliente 030;Depósito 2 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;2027-13-40;EJECUTADO;2023-06-29 00:00:00;A. Torres;1,5
EQP-0011;CLI-049;Cliente 049;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;2024-01-01 00:00:00;Ejecutado;2024-01-08 00:00:00;L. Gómez;1,5
 EQP-0004  ; CLI-049  ;Cliente 049;Planta 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2024-01-01 00:00:00;Ejecutado;2024-01-06 00:00:00;A. Torres;1
 EQP-0030  ; CLI-036  ;Cliente 036;Taller 4 - Tolhuin;Motor Cummins;Cummins;QSB 6.7;CU-005;Cambio de filtro de combustible;6;Alta;2023-12-01 00:00:00;Planificado;;M. Gómez;1
EQP-0039;CLI-044;Cliente 044;Planta 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;2025-01-01 00:00:00;Planificado;;A. Torres;1
EQP-0049;CLI-036;Cliente 036;Sucursal 5 - Río Grande;Motor Cummins;Cummins;QSB 6.7;CU-005;Cambio de filtro de combustible;6;Alta;2024-10-01 00:00:00;Pendiente;;M. Gómez;1
EQP-0003;CLI-048;Cliente 048;Taller 3 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;2025-01-01 00:00:00;Ejecutado;02/01/2025;R. Soto;2
EQP-0041;CLI-005;Cliente 005;Taller 2 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2024-10-01 00:00:00;Ejecutado;09-25-2024;;1
EQP-0078;CLI-005;Cliente 005;Planta 3 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;6;Alta;2024-11-01 00:00:00;Ejecutado;2024-10-29 00:00:00;L. Gómez;0,75
EQP-0080;CLI-049;Cliente 049;Depósito 3 - Ushuaia;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificación de batería y alternador;3;Media;2022-01-01 00:00:00;Ejecutado;30/12/2021;A. Torres;0,5
EQP-0014;CLI-044;Cliente 044;Sucursal 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;2023-07-01 00:00:00;Ejecutado;2023-07-03 00:00:00;M. Ruiz;1
EQP-0017;CLI-049;Cliente 049;Sucursal 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2024-08-01 00:00:00;ejecutado;2024-08-08 00:00:00;M. Gómez;0,5
EQP-0017;CLI-049;Cliente 049;Sucursal 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;BAD-KH-001;Limpieza de filtros de agua y combustible;1;Media;11-01-2024;Planificado;;J. Pérez;0,5
EQP-0038;CLI-044;Cliente 044;Taller 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;BAD-LR-001;Cambio de aceite de motor y filtro;3;Alta;2022-08-01 00:00:00;ejecutado;;A. Torres;2
EQP-0030;CLI-036;Cliente 036;Taller 4 - Río Grande;Motor Cummins;Cummins;QSB 6.7;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;2025-06-01 00:00:00;PLANIFICADO;;S. López;1
EQP-0081;CLI-040;Cliente 040;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;12;Media;2025-01-01 00:00:00;Ejecutado;2025-01-07 00:00:00;J. Pérez;1
EQP-0041;CLI-005;Cliente 005;Taller 2 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;2024-07-01 00:00:00;Ejecutado;;L. Gómez;1
EQP-0085;CLI-001;Cliente 001;Depósito 3 - Ushuaia;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;6;Alta;2022-07-01 00:00:00;ejecutado;2022-07-04 00:00:00;M. Ruiz;1,5
EQP-0082;CLI-001;Cliente 001;Planta 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;2027-13-40;Pendiente;;L. Gómez;2
EQP-0081;CLI-040;Cliente 040;Obra 5 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;01/01/2023;Ejecutado;2022-12-27 00:00:00;A. Torres;1,5
EQP-0015;CLI-032;Cliente 032;Planta 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1;Baja;2024-04-01 00:00:00;Ejecutado;2024-03-27 00:00:00;L. Gómez;0,5
EQP-0038;CLI-044;Cliente 044;Taller 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;2024-08-01 00:00:00;Ejecutado;2024-07-30 00:00:00;M. Ruiz;0,5
EQP-0008;CLI-023;Cliente 023;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2022-09-01 00:00:00;Ejecutado;2022-09-03 00:00:00;M. Ruiz;0,5
EQP-0094;CLI-044;Cliente 044;Taller 2 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;BAD-KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;2023/07/01;Planificado;;L. Gómez;1
EQP-0034;CLI-044;Cliente 044;Obra 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;12;Media;01-01-2023;Realizado ;2023-01-02 00:00:00;M. Ruiz;1
EQP-0012;CLI-030;Cliente 030;Depósito 2 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;2022/10/01;Ejecutado;2022-10-07 00:00:00;M. Ruiz;1,5
EQP-0007;CLI-036;Cliente 036;Taller 4 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;2023-04-01 00:00:00;Ejecutado;2023/03/29;J. Pérez;0,5
EQP-0015;CLI-032;Cliente 032;Planta 4 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;6;Media;2025/08/01;Ejecutado;08-01-2025;M. Ruiz;0,5
EQP-0094;CLI-044;Cliente 044;Taller 2 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2025-03-01 00:00:00;EJECUTADO;1900-01-01;A. Torres;0,5
EQP-0099;CLI-005;Cliente 005;Depósito 4 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;2027-13-40;Realizado ;2022-01-02 00:00:00;S. López;0,5
EQP-0015;CLI-032;Cliente 032;Planta 4 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;2023-12-01 00:00:00;Ejecutado;2023-11-25 00:00:00;M. Gómez;0,5
EQP-0085;CLI-001;Cliente 001;Depósito 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;2025-10-01 00:00:00;Ejecutado;;R. Soto;0,5
EQP-0026;CLI-026;Cliente 026;Taller 4 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;2025-04-01 00:00:00;Planificado;;S. López;1
EQP-0014;CLI-044;Cliente 044;Sucursal 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2022-07-01 00:00:00;Ejecutado;;J. Pérez;1
EQP-0004;CLI-049;Cliente 049;Planta 4 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;2027-13-40;planificado;;S. López;1,5
EQP-0036;CLI-044;Cliente 044;Taller 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-001;Cambio de aceite y filtro;6;Alta;01/07/2025;Ejecutado;2025-07-04 00:00:00;R. Soto;1,5
EQP-0050;CLI-024;Cliente 024;Taller 5 - Río Grande;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;2024-01-01 00:00:00;planificado;;S. López;0,75
 EQP-0024  ; CLI-036  ;Cliente 036;Planta 5 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2025-10-01 00:00:00;Realizado ;2025-09-26 00:00:00;A. Torres;0,5
EQP-0092;CLI-026;Cliente 026;Planta 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y protección anticorrosión;12;Baja;2024-10-01 00:00:00;Ejecutado;2024-10-06 00:00:00;R. Soto;0,75
EQP-0099;CLI-005;Cliente 005;Depósito 4 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;2025-01-01 00:00:00;Pendiente;;J. Pérez;1
EQP-0034;CLI-044;Cliente 044;Obra 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;2024-01-01 00:00:00;Ejecutado;2023-12-31 00:00:00;A. Torres;1
 EQP-0088  ; CLI-044  ;Cliente 044;Sucursal 4 - Ushuaia;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;2023-10-01 00:00:00;Realizado ;2023-10-01 00:00:00;J. Pérez;0,5
EQP-0083;CLI-005;Cliente 005;Planta 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;2023-07-01 00:00:00;ejecutado;;S. López;1
EQP-0028;CLI-026;Cliente 026;Planta 5 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;2025-02-01 00:00:00;Ejecutado;03/02/2025;M. Gómez;0,5
EQP-0067;CLI-005;Cliente 005;Sucursal 3 - Río Grande;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2024-01-01 00:00:00;Planificado;;M. Ruiz;0,5
EQP-0005;CLI-001;Cliente 001;Oficina 2 - Tolhuin;Motor Cummins;Cummins;QSB 6.7;CU-008;Limpieza de tanque de combustible;12;Media;06-01-2024;Ejecutado;2024/06/08;;2
EQP-0034;CLI-044;Cliente 044;Obra 1 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;2022-07-01 00:00:00;Ejecutado;2022-07-05 00:00:00;M. Ruiz;1
EQP-0026;CLI-026;Cliente 026;Taller 4 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;2024-07-01 00:00:00;Ejecutado;2024-07-02 00:00:00;S. López;0,5
EQP-0013;CLI-036;Cliente 036;Oficina 1 - Tolhuin;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-010;Limpieza de tanque de detergente y prueba general;12;Baja;2022-01-01 00:00:00;Ejecutado;2027-13-40;L. Gómez;0,75
EQP-0084;CLI-044;Cliente 044;Oficina 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;2025-04-01 00:00:00;Ejecutado;2027-13-40;L. Gómez;1
