servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-003736;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;29/12/2023 21:00;30/12/2023 21:00;0,51;J. Pérez;OK;mangueras:7606;11220;7606;18826;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 1;0h 31min;viernes, 29 de diciembre de 2023;sábado, 30 de diciembre de 2023;2023
SV-003738;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/3/2024 21:00;2/3/2024 21:00;0,29;M. Ruiz;OK;mangueras:10248;6380;10248;16628;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;0h 17min;viernes, 1 de marzo de 2024;sábado, 2 de marzo de 2024;2024
SV-003740;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/4/2024 21:00;25/4/2024 21:00;1,5;M. Gómez;OK;mangueras:7237;5500;7237;12737;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 7;1h 30min;miércoles, 24 de abril de 2024;jueves, 25 de abril de 2024;2024
SV-003742;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/7/2024 21:00;3/7/2024 21:00;0,62;S. López;OK;mangueras:17143;13640;17143;30783;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 5;0h 37min;martes, 2 de julio de 2024;miércoles, 3 de julio de 2024;2024
SV-003743;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/8/2024 21:00;2/8/2024 21:00;0,36;M. Gómez;OK;mangueras:10749;7920;10749;18669;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 7;0h 22min;jueves, 1 de agosto de 2024;viernes, 2 de agosto de 2024;2024
SV-003744;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;29/8/2024 21:00;30/8/2024 21:00;0,51;A. Torres;OK;mangueras:12020;11220;12020;23240;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 6;0h 31min;jueves, 29 de agosto de 2024;viernes, 30 de agosto de 2024;2024
SV-003745;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;5/10/2024 21:00;6/10/2024 21:00;0,33;J. Pérez;OK;mangueras:11216;7260;11216;18476;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 1;0h 20min;sábado, 5 de octubre de 2024;domingo, 6 de octubre de 2024;2024
SV-003747;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/11/2024 21:00;29/11/2024 21:00;0,52;L. Gómez;OK;sin_repuestos;11440;9269;20709;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 2;0h 31min;jueves, 28 de noviembre de 2024;viernes, 29 de noviembre de 2024;2024
SV-003748;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/12/2024 21:00;28/12/2024 21:00;0,25;J. Pérez;OK;mangueras:18665;5500;18665;24165;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 1;0h 15min;viernes, 27 de diciembre de 2024;sábado, 28 de diciembre de 2024;2024
SV-003749;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/1/2025 21:00;29/1/2025 21:00;0,53;M. Gómez;OK;mangueras:9360;11660;9360;21020;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 7;0h 32min;martes, 28 de enero de 2025;miércoles, 29 de enero de 2025;2025
SV-003750;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/3/2025 21:00;25/3/2025 21:00;0,48;R. Soto;OK;sin_repuestos;10560;13606;24166;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 4;0h 29min;lunes, 24 de marzo de 2025;martes, 25 de marzo de 2025;2025
SV-003752;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/7/2025 21:00;25/7/2025 21:00;0,45;R. Soto;OK;mangueras:17726;9900;17726;27626;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 4;0h 27min;jueves, 24 de julio de 2025;viernes, 25 de julio de 2025;2025
SV-003753;EQP-0088;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/9/2025 21:00;28/9/2025 21:00;0,55;S. López;OK;mangueras:10296;12100;10296;22396;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 5;0h 33min;sábado, 27 de septiembre de 2025;domingo, 28 de septiembre de 2025;2025
SV-003830;EQP-0091;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/5/2025 21:00;2/5/2025 21:00;0,58;L. Gómez;OK;mangueras:11814;12760;11814;24574;Obra 2 - Ushuaia;Ushuaia;Tecnico 2;0h 35min;jueves, 1 de mayo de 2025;viernes, 2 de mayo de 2025;2025
SV-003831;EQP-0091;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/6/2025 21:00;3/6/2025 21:00;1,5;A. Torres;OK;mangueras:15770;12760;15770;28530;Obra 2 - Rio Grande;Rio Grande;Tecnico 6;1h 30min;lunes, 2 de junio de 2025;martes, 3 de junio de 2025;2025
SV-003833;EQP-0091;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/7/2025 21:00;27/7/2025 21:00;0,44;S. López;OK;mangueras:7846;9680;7846;17526;Obra 2 - Rio Grande;Rio Grande;Tecnico 5;0h 26min;domingo, 27 de julio de 2025;domingo, 27 de julio de 2025;2025
SV-003888;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/3/2022 21:00;2/3/2022 21:00;0,46;J. Pérez;OK;mangueras:17485;10120;17485;27605;Taller 2 - Rio Grande;Rio Grande;Tecnico 1;0h 28min;martes, 1 de marzo de 2022;miércoles, 2 de marzo de 2022;2022
SV-003889;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;23/3/2022 21:00;24/3/2022 21:00;0,65;L. Gómez;OK;mangueras:12593;14300;12593;26893;Taller 2 - Rio Grande;Rio Grande;Tecnico 2;0h 39min;miércoles, 23 de marzo de 2022;jueves, 24 de marzo de 2022;2022
SV-003891;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/5/2022 21:00;25/5/2022 21:00;0,59;M. Ruiz;OK;mangueras:16971;12980;16971;29951;Taller 2 - Tolhuin;Tolhuin;Tecnico 3;0h 35min;martes, 24 de mayo de 2022;miércoles, 25 de mayo de 2022;2022
SV-003895;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;25/9/2022 21:00;26/9/2022 21:00;1,5;L. Gómez;OK;mangueras:10593;8360;10593;18953;Taller 2 - Ushuaia;Ushuaia;Tecnico 2;1h 30min;domingo, 25 de septiembre de 2022;lunes, 26 de septiembre de 2022;2022
SV-003896;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;30/10/2022 21:00;31/10/2022 21:00;0,5;R. Soto;OK;mangueras:17314;11000;17314;28314;Taller 2 - Tolhuin;Tolhuin;Tecnico 4;0h 30min;domingo, 30 de octubre de 2022;lunes, 31 de octubre de 2022;2022
SV-003897;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/12/2022 21:00;2/12/2022 21:00;0,72;M. Ruiz;OK;mangueras:9156;15840;9156;24996;Taller 2 - Rio Grande;Rio Grande;Tecnico 3;0h 43min;jueves, 1 de diciembre de 2022;viernes, 2 de diciembre de 2022;2022
SV-003898;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;23/12/2022 21:00;24/12/2022 21:00;0,56;M. Gómez;OK;mangueras:10566;12320;10566;22886;Taller 2 - Tolhuin;Tolhuin;Tecnico 7;0h 34min;viernes, 23 de diciembre de 2022;sábado, 24 de diciembre de 2022;2022
SV-003900;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;4/3/2023 21:00;5/3/2023 21:00;0,62;S. López;OK;mangueras:19174;13640;19174;32814;Taller 2 - Ushuaia;Ushuaia;Tecnico 5;0h 37min;sábado, 4 de marzo de 2023;domingo, 5 de marzo de 2023;2023
SV-003901;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/4/2023 21:00;3/4/2023 21:00;0,25;A. Torres;OK;mangueras:7788;5500;7788;13288;Taller 2 - Tolhuin;Tolhuin;Tecnico 6;0h 15min;domingo, 2 de abril de 2023;lunes, 3 de abril de 2023;2023
SV-003904;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;22/9/2023 21:00;23/9/2023 21:00;0,63;A. Torres;OK;mangueras:9453;13860;9453;23313;Taller 2 - Ushuaia;Ushuaia;Tecnico 6;0h 38min;viernes, 22 de septiembre de 2023;sábado, 23 de septiembre de 2023;2023
SV-003906;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/11/2023 21:00;29/11/2023 21:00;0,48;L. Gómez;OK;mangueras:12370;10560;12370;22930;Taller 2 - Rio Grande;Rio Grande;Tecnico 2;0h 29min;martes, 28 de noviembre de 2023;miércoles, 29 de noviembre de 2023;2023
SV-003907;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;30/12/2023 21:00;31/12/2023 21:00;0,52;L. Gómez;OK;mangueras:17281;11440;17281;28721;Taller 2 - Ushuaia;Ushuaia;Tecnico 2;0h 31min;sábado, 30 de diciembre de 2023;domingo, 31 de diciembre de 2023;2023
SV-003908;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;5/2/2024 21:00;6/2/2024 21:00;0,58;R. Soto;OK;sin_repuestos;12760;18332;31092;Taller 2 - Ushuaia;Ushuaia;Tecnico 4;0h 35min;lunes, 5 de febrero de 2024;martes, 6 de febrero de 2024;2024
SV-003909;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;4/3/2024 21:00;5/3/2024 21:00;0,47;M. Gómez;OK;mangueras:8305;10340;8305;18645;Taller 2 - Tolhuin;Tolhuin;Tecnico 7;0h 28min;lunes, 4 de marzo de 2024;martes, 5 de marzo de 2024;2024
SV-003910;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;30/4/2024 21:00;1/5/2024 21:00;0,25;J. Pérez;OK;sin_repuestos;5500;17371;22871;Taller 2 - Rio Grande;Rio Grande;Tecnico 1;0h 15min;martes, 30 de abril de 2024;miércoles, 1 de mayo de 2024;2024
SV-003911;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/7/2024 21:00;3/7/2024 21:00;0,77;L. Gómez;OK;mangueras:10712;1694;10712;27652;Taller 2 - Rio Grande;Rio Grande;Tecnico 2;0h 46min;martes, 2 de julio de 2024;miércoles, 3 de julio de 2024;2024
SV-003912;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/9/2024 21:00;3/9/2024 21:00;0,5;L. Gómez;OK;mangueras:16571;11000;16571;27571;Taller 2 - Rio Grande;Rio Grande;Tecnico 2;0h 30min;lunes, 2 de septiembre de 2024;martes, 3 de septiembre de 2024;2024
SV-003916;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;29/12/2024 21:00;30/12/2024 21:00;0,31;J. Pérez;OK;mangueras:11785;6820;11785;18605;Taller 2 - Tolhuin;Tolhuin;Tecnico 1;0h 19min;domingo, 29 de diciembre de 2024;lunes, 30 de diciembre de 2024;2024
SV-003919;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/3/2025 21:00;26/3/2025 21:00;0,44;J. Pérez;OK;mangueras:18436;9680;18436;28116;Taller 2 - Ushuaia;Ushuaia;Tecnico 1;0h 26min;miércoles, 26 de marzo de 2025;miércoles, 26 de marzo de 2025;2025
SV-003920;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/5/2025 21:00;29/5/2025 21:00;0,59;J. Pérez;OK;sin_repuestos;12980;8330;21310;Taller 2 - Tolhuin;Tolhuin;Tecnico 1;0h 35min;miércoles, 28 de mayo de 2025;jueves, 29 de mayo de 2025;2025
SV-003922;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;25/7/2025 21:00;25/7/2025 21:00;0,65;J. Pérez;OK;mangueras:7741;14300;7741;22041;Taller 2 - Tolhuin;Tolhuin;Tecnico 1;0h 39min;viernes, 25 de julio de 2025;viernes, 25 de julio de 2025;2025
SV-003923;EQP-0094;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;12/6/2025 21:00;13/6/2025 21:00;0,58;S. López;OK;mangueras:7259;12760;7259;20019;Taller 2 - Tolhuin;Tolhuin;Tecnico 5;0h 35min;jueves, 12 de junio de 2025;viernes, 13 de junio de 2025;2025
SV-004052;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;3/9/2023 21:00;4/9/2023 21:00;0,51;J. Pérez;OK;mangueras:7967;11220;7967;19187;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 1;0h 31min;domingo, 3 de septiembre de 2023;lunes, 4 de septiembre de 2023;2023
SV-004055;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/12/2023 21:00;28/12/2023 21:00;0,53;R. Soto;OK;mangueras:12542;11660;12542;24202;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 4;0h 32min;miércoles, 27 de diciembre de 2023;jueves, 28 de diciembre de 2023;2023
SV-004057;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/2/2024 21:00;27/2/2024 21:00;0,55;R. Soto;OK;mangueras:15023;12100;15023;27123;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 4;0h 33min;lunes, 26 de febrero de 2024;martes, 27 de febrero de 2024;2024
SV-004058;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;3/4/2024 21:00;4/4/2024 21:00;0,25;L. Gómez;OK;mangueras:10142;5500;10142;15642;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 2;0h 15min;miércoles, 3 de abril de 2024;jueves, 4 de abril de 2024;2024
SV-004059;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;23/5/2024 21:00;24/5/2024 21:00;0,43;L. Gómez;OK;mangueras:13367;9460;13367;22827;Sucursal 5 - Tolhuin;Tolhuin;Tecnico 2;0h 26min;jueves, 23 de mayo de 2024;viernes, 24 de mayo de 2024;2024
SV-004061;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;6/10/2024 21:00;7/10/2024 21:00;0,51;A. Torres;OK;mangueras:8699;11220;8699;19919;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 6;0h 31min;domingo, 6 de octubre de 2024;lunes, 7 de octubre de 2024;2024
SV-004062;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/11/2024 21:00;29/11/2024 21:00;0,59;A. Torres;OK;mangueras:18964;12980;18964;31944;Sucursal 5 - Tolhuin;Tolhuin;Tecnico 6;0h 35min;jueves, 28 de noviembre de 2024;viernes, 29 de noviembre de 2024;2024
SV-004063;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;23/12/2024 21:00;24/12/2024 21:00;0,65;R. Soto;OK;sin_repuestos;14300;18047;32347;Sucursal 5 - Rio Grande;Rio Grande;Tecnico 4;0h 39min;lunes, 23 de diciembre de 2024;martes, 24 de diciembre de 2024;2024
SV-004064;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/1/2025 21:00;27/1/2025 21:00;0,62;L. Gómez;OK;mangueras:12635;13640;12635;26275;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 2;0h 37min;domingo, 26 de enero de 2025;lunes, 27 de enero de 2025;2025
SV-004065;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;21/2/2025 21:00;22/2/2025 21:00;0,58;M. Gómez;OK;sin_repuestos;12760;15412;28172;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 7;0h 35min;viernes, 21 de febrero de 2025;sábado, 22 de febrero de 2025;2025
SV-004068;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/6/2025 21:00;27/6/2025 21:00;0,54;L. Gómez;OK;sin_repuestos;11880;19502;31382;Sucursal 5 - Ushuaia;Ushuaia;Tecnico 2;0h 32min;jueves, 26 de junio de 2025;viernes, 27 de junio de 2025;2025
SV-004069;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;31/7/2025 21:00;1/8/2025 21:00;0,25;J. Pérez;OK;mangueras:18868;5500;18868;24368;Sucursal 5 - Rio Grande;Rio Grande;Tecnico 1;0h 15min;jueves, 31 de julio de 2025;viernes, 1 de agosto de 2025;2025
SV-004070;EQP-0097;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/8/2025 21:00;28/8/2025 21:00;0,69;M. Gómez;OK;mangueras:19146;15180;19146;34326;Sucursal 5 - Tolhuin;Tolhuin;Tecnico 7;0h 41min;miércoles, 27 de agosto de 2025;jueves, 28 de agosto de 2025;2025
SV-003013;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;31/3/2022 21:00;1/4/2022 21:00;1,45;M. Gómez;OK;"aceite:19786; filtro_aceite:13209";43500;32995;76495;Taller 5 - Rio Grande;Rio Grande;Tecnico 7;1h 27min;jueves, 31 de marzo de 2022;viernes, 1 de abril de 2022;2022
SV-003014;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;27/3/2023 21:00;28/3/2023 21:00;1,48;M. Ruiz;OK;"aceite:28785; filtro_aceite:10628";44400;39413;83813;Taller 5 - Rio Grande;Rio Grande;Tecnico 3;1h 29min;lunes, 27 de marzo de 2023;martes, 28 de marzo de 2023;2023
SV-003015;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;29/9/2023 21:00;29/9/2023 21:00;1,58;L. Gómez;OK;"aceite:27726; filtro_aceite:15047";47400;42773;90173;Taller 5 - Rio Grande;Rio Grande;Tecnico 2;1h 35min;viernes, 29 de septiembre de 2023;viernes, 29 de septiembre de 2023;2023
SV-003017;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;4/10/2024 21:00;5/10/2024 21:00;1,68;S. López;OK;"aceite:30373; filtro_aceite:12976";50400;43349;93749;Taller 5 - Rio Grande;Rio Grande;Tecnico 5;1h 41min;viernes, 4 de octubre de 2024;sábado, 5 de octubre de 2024;2024
SV-003018;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;24/3/2025 21:00;25/3/2025 21:00;1,64;M. Gómez;OK;"aceite:15342; filtro_aceite:13526";49200;28868;78068;Taller 5 - Ushuaia;Ushuaia;Tecnico 7;1h 38min;lunes, 24 de marzo de 2025;martes, 25 de marzo de 2025;2025
SV-003020;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;29/3/2022 21:00;30/3/2022 21:00;0,82;R. Soto;OK;sin_repuestos;24600;19054;43654;Taller 5 - Rio Grande;Rio Grande;Tecnico 4;0h 49min;martes, 29 de marzo de 2022;miércoles, 30 de marzo de 2022;2022
SV-003021;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;5/4/2023 21:00;6/4/2023 21:00;0,6;J. Pérez;OK;filtro_aire:23451;18000;23451;41451;Taller 5 - Rio Grande;Rio Grande;Tecnico 1;0h 36min;miércoles, 5 de abril de 2023;jueves, 6 de abril de 2023;2023
SV-003023;EQP-0033;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-003;Revision de bujías y electrodos;6/4/2025 21:00;7/4/2025 21:00;1,32;L. Gómez;OK;bujias:14933;39600;14933;54533;Taller 5 - Ushuaia;Ushuaia;Tecnico 2;1h 19min;domingo, 6 de abril de 2025;lunes, 7 de abril de 2025;2025
SV-003126;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-001;Cambio de aceite y filtro;27/12/2021 21:00;28/12/2021 21:00;1,25;S. López;OK;"aceite:20972; filtro_aceite:11993";37500;32965;70465;Taller 2 - Rio Grande;Rio Grande;Tecnico 5;1h 15min;lunes, 27 de diciembre de 2021;martes, 28 de diciembre de 2021;2021
SV-003130;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-001;Cambio de aceite y filtro;4/7/2024 21:00;5/7/2024 21:00;1,6;R. Soto;OK;"aceite:18186; filtro_aceite:10605";48000;28791;76791;Taller 2 - Rio Grande;Rio Grande;Tecnico 4;1h 36min;jueves, 4 de julio de 2024;viernes, 5 de julio de 2024;2024
SV-003131;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-001;Cambio de aceite y filtro;2/7/2025 21:00;3/7/2025 21:00;1,5;R. Soto;OK;"aceite:21156; filtro_aceite:8646";44400;29802;74202;Taller 2 - Tolhuin;Tolhuin;Tecnico 4;1h 30min;miércoles, 2 de julio de 2025;jueves, 3 de julio de 2025;2025
SV-003132;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;31/12/2021 21:00;31/12/2021 21:00;0,94;M. Gómez;OK;filtro_aire:14400;28200;14400;42600;Taller 2 - Ushuaia;Ushuaia;Tecnico 7;0h 56min;viernes, 31 de diciembre de 2021;viernes, 31 de diciembre de 2021;2021
SV-003133;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-003;Revision de bujías y electrodos;3/1/2023 21:00;4/1/2023 21:00;1,03;M. Gómez;OK;bujias:9338;30900;9338;40238;Taller 2 - Tolhuin;Tolhuin;Tecnico 7;1h 2min;martes, 3 de enero de 2023;miércoles, 4 de enero de 2023;2023
SV-003134;EQP-0036;CLI-044;Cliente 044;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-003;Revision de bujías y electrodos;29/12/2023 21:00;30/12/2023 21:00;1,23;M. Ruiz;OK;bujias:11933;36900;11933;48833;Taller 2 - Rio Grande;Rio Grande;Tecnico 3;1h 14min;viernes, 29 de diciembre de 2023;sábado, 30 de diciembre de 2023;2023
SV-003267;EQP-0039;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;2/1/2022 21:00;3/1/2022 21:00;1,1;S. López;OK;"aceite:32542; filtro_aceite:13726";24200;46268;70468;Planta 2 - Ushuaia;Ushuaia;Tecnico 5;1h 6min;domingo, 2 de enero de 2022;lunes, 3 de enero de 2022;2022
SV-003269;EQP-0039;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;1/1/2023 21:00;2/1/2023 21:00;1,5;L. Gómez;OK;"aceite:31390; filtro_aceite:10942";20240;42332;62572;Planta 2 - Ushuaia;Ushuaia;Tecnico 2;1h 30min;domingo, 1 de enero de 2023;lunes, 2 de enero de 2023;2023
SV-003271;EQP-0039;CLI-044;Cliente 044;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;24/12/2023 21:00;25/12/2023 21:00;0,83;S. López;OK;sin_repuestos;18260;41571;59831;Planta 2 - Ushuaia;Ushuaia;Tecnico 5;0h 50min;domingo, 24 de diciembre de 2023;lunes, 25 de diciembre de 2023;2023
