servicio_id,inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,plan_id,actividad,fecha_inicio,fecha_fin,horas_servicio,tecnico,resultado,repuestos_usados,costo_manodeobra_ars,costo_repuestos_ars,costo_total_ars,ubicacion
SV-004413,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,23/09/2023,24/09/2023,"1,47",S. López,OK,sin_repuestos,41160,0,41160,Obra 5 - Río Grande
SV-004414,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,31/12/2023,31/12/2023,"1,5",M. Gómez,OK,sin_repuestos,43680,0,43680,Obra 5 - Río Grande
SV-004415,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,04/04/2024,04/05/2024,"1,41",L. Gómez,OK,sin_repuestos,39480,0,39480,Obra 5 - Río Grande
SV-004416,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,26/06/2024,27/06/2024,"1,57",L. Gómez,OK,sin_repuestos,43960,0,43960,Obra 5 - Río Grande
SV-004417,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,10/04/2024,10/05/2024,"1,38",L. Gómez,Observaciones,sin_repuestos,38640,0,38640,Obra 5 - Río Grande
SV-004418,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,30/03/2025,31/03/2025,"1,19",S. López,OK,sin_repuestos,33320,0,33320,Obra 5 - Río Grande
SV-004419,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,07/02/2025,07/03/2025,"1,36",A. Torres,Reparado,sin_repuestos,38080,0,38080,Obra 5 - Río Grande
SV-004420,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,10/02/2025,10/03/2025,"1,38",S. López,OK,sin_repuestos,38640,0,38640,Obra 5 - Río Grande
SV-004421,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,01/04/2022,01/05/2022,"1,5",M. Ruiz,OK,correas:18367,32480,18367,50847,Obra 5 - Río Grande
SV-004422,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,01/02/2024,01/03/2024,"0,97",M. Gómez,Reparado,correas:10094,27160,10094,37254,Obra 5 - Río Grande
SV-004423,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,02/01/2025,01/03/2025,"1,06",M. Ruiz,Reparado,correas:14729,29680,14729,44409,Obra 5 - Río Grande
SV-004424,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,01/08/2022,01/08/2022,"1,18",L. Gómez,OK,sin_repuestos,33040,0,33040,Obra 5 - Río Grande
SV-004425,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,23/06/2022,24/06/2022,"1,63",M. Gómez,OK,sin_repuestos,45640,0,45640,Obra 5 - Río Grande
SV-004426,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,26/12/2022,27/12/2022,"1,57",J. Pérez,OK,sin_repuestos,43960,0,43960,Obra 5 - Río Grande
SV-004427,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,07/05/2023,07/06/2023,"1,68",R. Soto,OK,sin_repuestos,47040,0,47040,Obra 5 - Río Grande
SV-004428,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,01/07/2024,01/08/2024,"1,56",L. Gómez,Reparado,sin_repuestos,43680,0,43680,Obra 5 - Río Grande
SV-004429,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,28/06/2024,28/06/2024,"1,35",A. Torres,OK,sin_repuestos,37800,0,37800,Obra 5 - Río Grande
SV-004430,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,01/05/2025,01/06/2025,"1,36",R. Soto,OK,sin_repuestos,38080,0,38080,Obra 5 - Río Grande
SV-004431,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,25/06/2025,26/06/2025,"1,96",S. López,OK,sin_repuestos,54880,0,54880,Obra 5 - Río Grande
SV-004432,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,31/12/2021,01/01/2022,"1,24",R. Soto,OK,filtro_combustible:10366,34720,10366,45086,Obra 5 - Río Grande
SV-004433,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,25/06/2022,26/06/2022,"0,95",S. López,Reparado,filtro_combustible:20643,26600,20643,47243,Obra 5 - Río Grande
SV-004434,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,01/05/2023,01/06/2023,"0,93",M. Ruiz,OK,filtro_combustible:18332,26040,18332,44372,Obra 5 - Río Grande
SV-004435,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,29/03/2023,30/03/2023,"0,99",L. Gómez,OK,filtro_combustible:10635,27720,10635,38355,Obra 5 - Río Grande
SV-004436,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,04/03/2024,04/04/2024,"1,23",S. López,OK,filtro_combustible:11706,34440,11706,46146,Obra 5 - Río Grande
SV-004437,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,10/06/2024,07/10/2024,"1,24",M. Gómez,OK,filtro_combustible:13528,34720,13528,48248,Obra 5 - Río Grande
SV-004438,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,04/02/2025,04/03/2025,"1,5",M. Gómez,Observaciones,filtro_combustible:13069,28560,13069,41629,Obra 5 - Río Grande
SV-004439,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,29/06/2025,30/06/2025,"0,84",M. Gómez,OK,filtro_combustible:22122,23520,22122,45642,Obra 5 - Río Grande
SV-004440,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,01/06/2023,01/06/2023,"1,09",M. Ruiz,OK,sin_repuestos,30520,0,30520,Obra 5 - Río Grande
SV-004441,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,29/12/2023,29/12/2023,"0,98",M. Ruiz,OK,sin_repuestos,27440,0,27440,Obra 5 - Río Grande
SV-004442,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,27/12/2024,28/12/2024,"0,98",L. Gómez,Reparado,sin_repuestos,27440,0,27440,Obra 5 - Río Grande
SV-004443,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,28/12/2021,29/12/2021,"0,63",J. Pérez,OK,sin_repuestos,17640,0,17640,Obra 5 - Río Grande
SV-004444,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,04/02/2022,04/03/2022,"0,44",L. Gómez,OK,sin_repuestos,12320,0,12320,Obra 5 - Río Grande
SV-004445,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,25/06/2022,26/06/2022,"1,5",R. Soto,Reparado,sin_repuestos,15680,0,15680,Obra 5 - Río Grande
SV-004446,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,04/06/2023,04/07/2023,"0,45",A. Torres,OK,sin_repuestos,12600,0,12600,Obra 5 - Río Grande
SV-004447,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,29/06/2023,30/06/2023,"0,42",M. Gómez,OK,sin_repuestos,11760,0,11760,Obra 5 - Río Grande
SV-004448,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,26/09/2023,27/09/2023,"0,53",J. Pérez,Observaciones,sin_repuestos,14840,0,14840,Obra 5 - Río Grande
SV-004449,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,07/01/2024,07/02/2024,"0,38",A. Torres,OK,sin_repuestos,10640,0,10640,Obra 5 - Río Grande
SV-004450,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,27/03/2025,28/03/2025,"0,55",L. Gómez,OK,sin_repuestos,15400,0,15400,Obra 5 - Río Grande
SV-004451,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,26/06/2025,26/06/2025,"0,67",S. López,Reparado,sin_repuestos,18760,0,18760,Obra 5 - Río Grande
SV-004452,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,24/06/2022,25/06/2022,"0,97",L. Gómez,OK,sin_repuestos,27160,0,27160,Obra 5 - Río Grande
SV-004453,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,30/12/2022,31/12/2022,"0,61",A. Torres,OK,sin_repuestos,17080,0,17080,Obra 5 - Río Grande
SV-004454,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,26/06/2023,27/06/2023,"0,88",S. López,OK,sin_repuestos,24640,0,24640,Obra 5 - Río Grande
SV-004455,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,24/12/2023,25/12/2023,"0,91",L. Gómez,OK,sin_repuestos,25480,0,25480,Obra 5 - Río Grande
SV-004456,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,01/01/2025,01/02/2025,"1,33",L. Gómez,Reparado,sin_repuestos,37240,0,37240,Obra 5 - Río Grande
SV-004457,EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,07/02/2025,07/03/2025,"0,87",A. Torres,OK,sin_repuestos,24360,0,24360,Obra 5 - Río Grande
SV-004458,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,05/04/2022,05/05/2022,"2,16",S. López,OK,aceite:30621; filtro_aceite:9262,60480,39883,100363,Oficina 5 - Ushuaia
SV-004459,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,08/05/2022,08/06/2022,"2,24",M. Ruiz,OK,aceite:19368; filtro_aceite:11431,62720,30799,93519,Oficina 5 - Río Grande
SV-004460,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,26/10/2022,27/10/2022,"1,5",M. Ruiz,Observaciones,aceite:19163; filtro_aceite:8750,55440,27913,83353,Oficina 5 - Ushuaia
SV-004461,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,27/01/2023,27/01/2023,"1,61",L. Gómez,Reparado,aceite:22469; filtro_aceite:15425,45080,37894,82974,Oficina 5 - Río Grande
SV-004462,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,25/07/2023,25/07/2023,"1,53",J. Pérez,Reparado,aceite:17219; filtro_aceite:9111,42840,26330,69170,Oficina 5 - Ushuaia
SV-004463,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,02/04/2024,02/05/2024,"1,66",M. Ruiz,OK,aceite:29585; filtro_aceite:16031,46480,45616,92096,Oficina 5 - Ushuaia
SV-004464,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,05/01/2024,05/02/2024,"1,77",A. Torres,OK,aceite:15704; filtro_aceite:11816,49560,27520,77080,Oficina 5 - Tolhuin
SV-004465,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,26/07/2024,27/07/2024,"1,76",L. Gómez,OK,sin_repuestos,49280,47578,96858,Oficina 5 - Ushuaia
SV-004466,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,11/04/2024,11/05/2024,"2,37",J. Pérez,OK,aceite:20671; filtro_aceite:16257,66360,36928,103288,Oficina 5 - Ushuaia
SV-004467,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,31/01/2025,02/01/2025,"1,96",R. Soto,Observaciones,aceite:17850; filtro_aceite:16211,54880,34061,88941,Oficina 5 - Tolhuin
SV-004468,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,05/06/2022,05/07/2022,"1,07",R. Soto,OK,filtro_aire:21681,29960,21681,51641,Oficina 5 - Río Grande
SV-004469,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,29/10/2022,29/10/2022,"1,03",M. Gómez,OK,filtro_aire:27555,28840,27555,56395,Oficina 5 - Tolhuin
SV-004470,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,25/04/2023,26/04/2023,"1,02",S. López,Reparado,filtro_aire:13294,28560,13294,41854,Oficina 5 - Río Grande
SV-004471,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,11/06/2023,11/07/2023,"0,99",L. Gómez,OK,filtro_aire:24973,27720,24973,52693,Oficina 5 - Tolhuin
SV-004472,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,28/04/2024,29/04/2024,"1,19",M. Gómez,OK,filtro_aire:19585,33320,19585,52905,Oficina 5 - Ushuaia
SV-004473,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,26/10/2024,27/10/2024,"0,81",M. Ruiz,OK,filtro_aire:16864,22680,16864,39544,Oficina 5 - Río Grande
SV-004474,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,30/04/2025,05/01/2025,"1,23",J. Pérez,OK,filtro_aire:13057,34440,13057,47497,Oficina 5 - Río Grande
SV-004475,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,27/04/2022,28/04/2022,"1,5",R. Soto,OK,sin_repuestos,38080,0,38080,Oficina 5 - Tolhuin
SV-004476,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,08/01/2022,08/02/2022,"1,37",J. Pérez,OK,sin_repuestos,38360,0,38360,Oficina 5 - Ushuaia
SV-004477,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,24/10/2022,25/10/2022,"1,5",M. Gómez,OK,sin_repuestos,42000,0,42000,Oficina 5 - Tolhuin
SV-004478,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,24/01/2023,25/01/2023,"1,14",R. Soto,OK,sin_repuestos,31920,0,31920,Oficina 5 - Ushuaia
SV-004479,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,28/04/2023,29/04/2023,"1,5",L. Gómez,OK,sin_repuestos,31080,0,31080,Oficina 5 - Tolhuin
SV-004480,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,11/04/2023,11/05/2023,"1,64",A. Torres,Reparado,sin_repuestos,45920,0,45920,Oficina 5 - Ushuaia
SV-004481,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,05/02/2024,05/03/2024,"1,07",S. López,OK,sin_repuestos,29960,0,29960,Oficina 5 - Tolhuin
SV-004482,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,31/07/2024,08/01/2024,"1,42",S. López,Reparado,sin_repuestos,39760,0,39760,Oficina 5 - Ushuaia
SV-004483,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,29/10/2024,30/10/2024,"1,43",J. Pérez,OK,sin_repuestos,40040,0,40040,Oficina 5 - Tolhuin
SV-004484,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,02/01/2025,02/02/2025,"1,5",A. Torres,OK,sin_repuestos,41160,0,41160,Oficina 5 - Ushuaia
SV-004485,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,30/04/2025,30/04/2025,"1,75",M. Gómez,OK,sin_repuestos,49000,0,49000,Oficina 5 - Tolhuin
SV-004486,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,05/01/2022,05/02/2022,"0,83",M. Ruiz,Observaciones,correas:17922,23240,17922,41162,Oficina 5 - Río Grande
SV-004487,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,23/04/2023,24/04/2023,"1,29",R. Soto,Observaciones,correas:25637,36120,25637,61757,Oficina 5 - Río Grande
SV-004488,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,26/04/2024,27/04/2024,"0,94",R. Soto,OK,sin_repuestos,26320,16191,42511,Oficina 5 - Río Grande
SV-004489,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-004,Revisión de correas de ventilador y tensión,05/05/2025,05/06/2025,"1,25",J. Pérez,OK,correas:23142,35000,23142,58142,Oficina 5 - Ushuaia
SV-004490,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,24/04/2022,25/04/2022,"1,84",L. Gómez,OK,sin_repuestos,51520,0,51520,Oficina 5 - Río Grande
SV-004491,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,29/10/2022,29/10/2022,"1,58",R. Soto,OK,sin_repuestos,44240,0,44240,Oficina 5 - Ushuaia
SV-004492,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,24/04/2023,25/04/2023,"1,5",M. Ruiz,OK,sin_repuestos,36680,0,36680,Oficina 5 - Tolhuin
SV-004493,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,05/03/2024,05/04/2024,"1,85",S. López,Observaciones,sin_repuestos,5180,0,5180,Oficina 5 - Ushuaia
SV-004494,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-005,Limpieza de radiador y sistema de refrigeración,05/07/2025,05/08/2025,"2,11",M. Gómez,OK,sin_repuestos,59080,0,59080,Oficina 5 - Ushuaia
SV-004495,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,08/04/2022,08/05/2022,"1,08",L. Gómez,OK,filtro_combustible:21861,30240,21861,52101,Oficina 5 - Río Grande
SV-004496,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,31/01/2023,02/01/2023,"0,99",A. Torres,Observaciones,filtro_combustible:20206,27720,20206,47926,Oficina 5 - Ushuaia
SV-004497,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,05/03/2023,05/04/2023,"1,03",S. López,Reparado,filtro_combustible:19479,28840,19479,48319,Oficina 5 - Tolhuin
SV-004498,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,08/02/2023,08/03/2023,"0,98",M. Gómez,OK,filtro_combustible:11178,27440,11178,38618,Oficina 5 - Río Grande
SV-004499,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,28/10/2023,29/10/2023,"0,76",L. Gómez,OK,filtro_combustible:24160,21280,24160,45440,Oficina 5 - Ushuaia
SV-004500,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,30/01/2024,31/01/2024,"1,31",J. Pérez,Reparado,filtro_combustible:17351,36680,17351,54031,Oficina 5 - Río Grande
SV-004501,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,24/04/2024,25/04/2024,"0,9",A. Torres,Reparado,filtro_combustible:22297,25200,22297,47497,Oficina 5 - Tolhuin
SV-004502,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,28/07/2024,29/07/2024,"1,28",S. López,OK,filtro_combustible:24246,35840,24246,60086,Oficina 5 - Ushuaia
SV-004503,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,02/06/2025,02/06/2025,"0,98",R. Soto,Reparado,filtro_combustible:9092,27440,9092,36532,Oficina 5 - Río Grande
SV-004504,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,26/04/2025,26/04/2025,"1,31",L. Gómez,Reparado,sin_repuestos,36680,11451,48131,Oficina 5 - Ushuaia
SV-004505,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,27/04/2022,28/04/2022,"1,15",S. López,OK,sin_repuestos,32200,0,32200,Oficina 5 - Tolhuin
SV-004506,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,24/04/2023,25/04/2023,"0,84",L. Gómez,Reparado,sin_repuestos,23520,0,23520,Oficina 5 - Ushuaia
SV-004507,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,05/07/2024,05/08/2024,"1,18",M. Gómez,Reparado,sin_repuestos,33040,0,33040,Oficina 5 - Ushuaia
SV-004508,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,30/04/2025,05/01/2025,"0,85",A. Torres,OK,sin_repuestos,23800,0,23800,Oficina 5 - Ushuaia
SV-004509,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,05/03/2022,05/04/2022,"1,5",R. Soto,Reparado,sin_repuestos,14280,0,14280,Oficina 5 - Tolhuin
SV-004510,EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,08/03/2022,08/04/2022,"0,52",J. Pérez,Reparado,sin_repuestos,14560,0,14560,Oficina 5 - Río Grande
